,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD,DETAILS,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
173,10450853,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-19 22:48:28,2022-10-20 00:46:39,2022-10-20 22:48:28,2022-10-19 22:48:28,,,,Closed,,22-00505768,Standard,1658 MONROE STREET NW,396678.25,140582.93,38.93312335,-77.03831157,WASHINGTON,DC,20010,233564.0,1,,,{EB6C34C6-FD74-21C7-E053-782F520A842A},,,,
174,10450854,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-19 22:50:10,2022-10-19 22:57:26,2022-10-20 22:50:10,2022-10-19 22:50:10,,,,Closed,,22-00505770,Standard,533 NEWTON PLACE NW,398096.62,140673.69,38.93394516,-77.02195298,WASHINGTON,DC,20010,228637.0,1,,,{EB6C34C6-FD75-21C7-E053-782F520A842A},,,,
175,10451096,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-19 23:03:48,2022-10-20 00:44:09,2022-10-20 23:03:48,2022-10-19 23:03:48,,,,Closed,,22-00505781,Standard,333 E STREET SW,398612.83,135089.71,38.88364338,-77.0159879,WASHINGTON,DC,20024,277584.0,6,,,{EB6C6A7F-F4CC-0E7A-E053-792F520AAFD5},,,,
176,10451102,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-19 23:32:09,2022-10-20 01:16:13,2022-10-20 23:32:09,2022-10-19 23:32:09,,,,Closed,,22-00505790,Standard,3750 JAMISON STREET NE,404205.28,139668.95,38.92488582,-76.9515038,WASHINGTON,DC,20018,314268.0,5,,,{EB6CD5CF-46FA-0EC8-E053-792F520A863E},,,,
177,10451103,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-19 23:36:07,2022-10-19 23:45:49,2022-10-20 23:36:07,2022-10-19 23:36:07,,,,Closed,,22-00505791,Standard,5819 7TH STREET NW,398075.83,143660.92,38.96085458,-77.02220114,WASHINGTON,DC,20011,246556.0,4,,,{EB6CD5CF-46FB-0EC8-E053-792F520A863E},,,,
178,10450874,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 00:49:11,2022-10-20 02:27:54,2022-10-21 00:49:11,2022-10-20 00:49:11,,,,Closed,,22-00505828,Standard,1430 L STREET SE,401304.47,134435.34,38.87774869,-76.98496651,WASHINGTON,DC,20003,63579.0,6,,,{EB6DE1E9-149F-199D-E053-782F520AB2CE},,,,
179,10450875,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 00:50:20,2022-10-20 01:18:43,2022-10-21 00:50:20,2022-10-20 00:50:20,,,,Closed,,22-00505829,Standard,1248 G STREET NE,400991.95,136804.05,38.89908766,-76.98856476,WASHINGTON,DC,20002,69737.0,6,,,{EB6DE1E9-14A0-199D-E053-782F520AB2CE},,,,
180,10451425,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 01:05:37,2022-10-20 04:34:29,2022-10-21 01:05:37,2022-10-20 01:05:37,,,,Closed,,22-00505833,Standard,110 Q STREET NW,398895.25,138119.73,38.91093964,-77.01273772,WASHINGTON,DC,20001,238375.0,5,,,{EB6E17A6-90EA-1110-E053-792F520A14F4},,,,
181,10450880,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 01:20:17,2022-10-20 03:00:07,2022-10-21 01:20:16,2022-10-20 01:20:17,,,,Closed,,22-00505847,Standard,D STREET SE AND 17TH STREET SE,401668.79999949,135140.49700113,38.8841004,-76.98076604,WASHINGTON,DC,20003,901805.0,7,,,{EB6E4D3D-E161-74F1-E053-782F520AC875},,,,
182,10450892,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 01:40:29,2022-10-20 02:58:57,2022-10-21 01:40:29,2022-10-20 01:40:29,,,,Closed,,22-00505860,Standard,4407 CLERMONT DRIVE NE,399373.44,141865.52,38.94468335,-77.00722763,WASHINGTON,DC,20011,288197.0,5,,,{EB6E8338-5CA2-2079-E053-782F520A1188},,,,
183,10450905,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 02:19:42,2022-10-20 02:22:56,2022-10-21 02:19:42,2022-10-20 02:19:42,,,,Closed,,22-00505877,Standard,1839 TULIP STREET NW,396314.56,147196.58,38.99269931,-77.04254175,WASHINGTON,DC,20012,256711.0,4,,,{EB6F23CC-4657-673C-E053-782F520A78A5},,,,
184,10450912,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 03:20:26,2022-10-20 05:07:24,2022-10-21 03:20:26,2022-10-20 03:20:26,,,,Closed,,22-00505890,Standard,307 K STREET NW,398660.57,137211.83,38.9027603,-77.0154418,WASHINGTON,DC,20001,312744.0,6,,,{EB6FFA59-2C8A-0725-E053-782F520A3777},,,,
185,10450913,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 03:26:59,2022-10-20 04:32:32,2022-10-21 03:26:59,2022-10-20 03:26:59,,,,Closed,,22-00505892,Standard,1432 GIRARD STREET NW,397079.02,139700.16,38.92517251,-77.03368551,WASHINGTON,DC,20009,284035.0,1,,,{EB6FFA59-2C8B-0725-E053-782F520A3777},,,,
186,10451438,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 05:13:35,2022-10-20 07:22:33,2022-10-21 05:13:35,2022-10-20 05:13:35,,,,Closed,,22-00505914,Standard,4921 G STREET SE,405971.44,134694.43,38.8800637,-76.93117932,WASHINGTON,DC,20019,288328.0,7,,,{EB7171E6-FEB3-0C41-E053-792F520AAF69},,,,
187,10451731,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 09:38:17,2022-10-20 11:37:17,2022-10-21 09:38:16,2022-10-20 09:38:17,,,,Closed,,22-00505929,Standard,800 SOUTHERN AVENUE SE,400467.3,128840.97,38.82735337,-76.99461836,WASHINGTON,DC,20032,79579.0,8,,,{EB75378E-BAF1-3957-E053-792F520AB537},,,,
188,10451734,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 10:35:21,2022-10-20 12:23:54,2022-10-21 10:35:21,2022-10-20 10:35:21,,,,Closed,,22-00505937,Standard,3318 IDAHO AVENUE NW,393484.04,140722.54,38.93436278,-77.07515345,WASHINGTON,DC,20016,327632.0,3,,,{EB760E13-F6BC-77A3-E053-792F520A9F72},,,,
189,10451735,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 10:41:58,2022-10-20 15:05:20,2022-10-21 10:41:58,2022-10-20 10:41:58,,,,Closed,,22-00505938,Standard,770 5TH STREET NW,398331.47,136785.23,38.8989171,-77.01923484,WASHINGTON,DC,20001,279931.0,2,,,{EB760E13-F6BD-77A3-E053-792F520A9F72},,,,
190,10450948,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:10:56,2022-10-20 12:45:41,2022-10-21 11:10:56,2022-10-20 11:10:56,,,,Closed,,22-00505947,Standard,514 RHODE ISLAND AVENUE NE,400008.27,139329.72,38.92184032,-76.99990463,WASHINGTON,DC,20002,288529.0,5,,,{EB767957-B6F0-66E8-E053-782F520A62A3},,,,
191,10450949,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:11:22,2022-10-20 13:39:51,2022-10-21 11:11:22,2022-10-20 11:11:22,,,,Closed,,22-00505948,Standard,1200 NORTH CAPITOL STREET NW,399181.75,137615.28,38.90639569,-77.00943379,WASHINGTON,DC,20002,237128.0,6,,,{EB767957-B6F1-66E8-E053-782F520A62A3},,,,
192,10451736,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:16:40,2022-10-20 13:19:08,2022-10-21 11:16:40,2022-10-20 11:16:40,,,,Closed,,22-00505951,Standard,3024 TILDEN STREET NW,394507.87,141394.1,38.94041972,-77.06335023,WASHINGTON,DC,20008,221316.0,3,,,{EB76AF30-7DB7-36B2-E053-792F520A3AF2},,,,
193,10451737,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:18:14,2022-10-20 11:32:14,2022-10-21 11:18:14,2022-10-20 11:18:14,,,,Closed,,22-00505952,Standard,1227 4TH STREET NE,399983.31,137651.54,38.90672238,-77.00019242,WASHINGTON,DC,20002,306605.0,6,,,{EB76AF30-7DB8-36B2-E053-792F520A3AF2},,,,
194,10451738,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:18:41,2022-10-20 12:25:44,2022-10-21 11:18:41,2022-10-20 11:18:41,,,,Closed,,22-00505953,Standard,1767 COLUMBIA ROAD NW,396372.9,139526.94,38.92360946,-77.04182775,WASHINGTON,DC,20009,235919.0,1,,,{EB76AF30-7DB9-36B2-E053-792F520A3AF2},,,,
195,10451744,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:27:57,2022-10-20 11:48:17,2022-10-21 11:27:57,2022-10-20 11:27:57,,,,Closed,,22-00505960,Standard,1440 COLUMBIA ROAD NW,397048.3,139919.79,38.9271509,-77.03404072,WASHINGTON,DC,20009,277064.0,1,,,{EB76AF30-7DBF-36B2-E053-792F520A3AF2},,,,
196,10450954,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:29:50,2022-10-20 12:24:43,2022-10-21 11:29:50,2022-10-20 11:29:50,,,,Closed,,22-00505963,Standard,1741 S STREET NW,396459.28,138495.11,38.91431475,-77.0408263,WASHINGTON,DC,20009,238005.0,2,,,{EB76E4A2-56F2-1068-E053-782F520A2355},,,,
197,10450957,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:30:55,2022-10-20 12:36:07,2022-10-21 11:30:55,2022-10-20 11:30:55,,,,Closed,,22-00505966,Standard,1500 - 1599 BLOCK OF S STREET NW,396918.85,138470.250007,38.9140922,-77.03552711,WASHINGTON,DC,20009,807847.0,2,,,{EB76E4A2-56F5-1068-E053-782F520A2355},,,,
198,10450961,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:37:13,2022-10-20 16:03:27,2022-10-21 11:37:13,2022-10-20 11:37:13,,,,Closed,,22-00505973,Standard,533 NEWTON PLACE NW,398096.62,140673.69,38.93394516,-77.02195298,WASHINGTON,DC,20010,228637.0,1,,,{EB76E4A2-56F9-1068-E053-782F520A2355},,,,
199,10450968,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:41:58,2022-10-20 13:20:41,2022-10-21 11:41:58,2022-10-20 11:41:58,,,,Closed,,22-00505983,Standard,701 MICHIGAN AVENUE NE,400374.43,140574.87,38.93305661,-76.9956815,WASHINGTON,DC,20017,288865.0,5,,,{EB76E4A2-5700-1068-E053-782F520A2355},,,,
200,10450969,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:42:13,2022-10-20 12:40:18,2022-10-21 11:42:13,2022-10-20 11:42:13,,,,Closed,,22-00505984,Standard,1345 FLORIDA AVENUE NW,397306.94,139173.13,38.92042558,-77.03105501,WASHINGTON,DC,20009,232108.0,1,,,{EB76E4A2-5701-1068-E053-782F520A2355},,,,
201,10450976,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:49:00,2022-10-20 11:57:14,2022-10-21 11:49:00,2022-10-20 11:49:00,,,,Closed,,22-00505989,Standard,1543 1ST STREET SW,398924.6,133682.79,38.87097006,-77.01239238,WASHINGTON,DC,20024,60885.0,6,,,{EB771A42-21E7-2D1E-E053-782F520A662B},,,,
202,10450977,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:50:02,2022-10-20 13:43:42,2022-10-21 11:50:02,2022-10-20 11:50:02,,,,Closed,,22-00505991,Standard,400  - 598 BLOCK OF MADISON STREET NE,400035.27,143463.06000701,38.95907432,-76.99959306,WASHINGTON,DC,20011,803683.0,4,,,{EB771A42-21E8-2D1E-E053-782F520A662B},,,,
203,10450981,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:57:30,2022-10-20 13:22:02,2022-10-21 11:57:30,2022-10-20 11:57:30,,,,Closed,,22-00505997,Standard,130 M STREET NE,399569.25,137560.26,38.90590033,-77.00496618,WASHINGTON,DC,20002,303694.0,6,,,{EB771A42-21EC-2D1E-E053-782F520A662B},,,,
204,10450982,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 11:58:57,2022-10-20 12:36:56,2022-10-21 11:58:56,2022-10-20 11:58:57,,,,Closed,,22-00505999,Standard,1519 E STREET SE,401478.9,134977.85,38.88263589,-76.9829551,WASHINGTON,DC,20003,61646.0,7,,,{EB771A42-21ED-2D1E-E053-782F520A662B},,,,
205,10452052,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:00:52,2022-10-20 12:27:18,2022-10-21 12:00:52,2022-10-20 12:00:52,,,,Closed,,22-00506000,Standard,1401 Q STREET NW,397199.67,138159.83,38.9112971,-77.03228786,WASHINGTON,DC,20009,300327.0,2,,,{EB774FFE-6C74-5463-E053-792F520A4456},,,,
206,10452054,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:02:20,2022-10-20 14:34:01,2022-10-21 12:02:20,2022-10-20 12:02:20,,,,Closed,,22-00506002,Standard,100 MICHIGAN AVENUE NE,399463.27,139950.92,38.92743613,-77.00618991,WASHINGTON,DC,20017,146162.0,5,,,{EB774FFE-6C76-5463-E053-792F520A4456},,,,
207,10452061,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:10:24,2022-10-20 13:03:14,2022-10-21 12:10:24,2022-10-20 12:10:24,,,,Closed,,22-00506016,Standard,611 EDGEWOOD STREET NE,400184.11,139471.19,38.92311471,-76.99787686,WASHINGTON,DC,20017,289572.0,5,,,{EB774FFE-6C7D-5463-E053-792F520A4456},,,,
208,10452369,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:12:57,2022-10-20 17:25:39,2022-10-21 12:12:57,2022-10-20 12:12:57,,,,Closed,,22-00506023,Standard,400 - 479 BLOCK OF 1ST STREET SE,399488.93999999,135159.520007,38.8842732,-77.0058903,WASHINGTON,DC,20003,807329.0,6,,,{EB774FFE-6C81-5463-E053-792F520A4456},,,,
209,10450985,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:14:18,2022-10-20 13:34:41,2022-10-21 12:14:18,2022-10-20 12:14:18,,,,Closed,,22-00506031,Standard,2910 STANTON ROAD SE,401164.62,131993.95,38.85575584,-76.98658236,WASHINGTON,DC,20020,317245.0,8,,,{EB778591-3FFB-38F1-E053-782F520A0538},,,,
210,10450989,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:16:22,2022-10-20 12:36:28,2022-10-21 12:16:22,2022-10-20 12:16:22,,,,Closed,,22-00506037,Standard,5615 8TH STREET NW,397927.39,143342.19,38.95798338,-77.02391289,WASHINGTON,DC,20011,250315.0,4,,,{EB778591-3FFF-38F1-E053-782F520A0538},,,,
211,10450991,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:18:32,2022-10-20 13:21:13,2022-10-21 12:18:32,2022-10-20 12:18:32,,,,Closed,,22-00506039,Standard,1400 INGRAHAM STREET NW,397080.61,142890.97,38.95391626,-77.03368075,WASHINGTON,DC,20011,255820.0,4,,,{EB778591-4001-38F1-E053-782F520A0538},,,,
212,10450994,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:20:26,2022-10-20 13:08:49,2022-10-21 12:20:26,2022-10-20 12:20:26,,,,Closed,,22-00506043,Standard,5805 14TH STREET NW,397121.93,143635.3,38.96062118,-77.03320717,WASHINGTON,DC,20011,313449.0,4,,,{EB778591-4004-38F1-E053-782F520A0538},,,,
213,10450998,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:22:07,2022-10-20 12:31:06,2022-10-21 12:22:07,2022-10-20 12:22:07,,,,Closed,,22-00506048,Standard,50TH STREET NW AND YUMA STREET NW,391459.29999003,142048.43700754,38.94628949,-77.09852279,WASHINGTON,DC,20016,901869.0,3,,,{EB778591-4008-38F1-E053-782F520A0538},,,,
214,10450999,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:22:59,2022-10-20 14:27:08,2022-10-21 12:22:59,2022-10-20 12:22:59,,,,Closed,,22-00506051,Standard,1615 L STREET NW,396752.18,137385.64,38.90432106,-77.03744376,WASHINGTON,DC,20036,242027.0,2,,,{EB778591-4009-38F1-E053-782F520A0538},,,,
215,10451003,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:25:00,2022-10-20 15:17:21,2022-10-21 12:25:00,2022-10-20 12:25:00,,,,Closed,,22-00506056,Standard,2516 SHERIDAN ROAD SE,400581.37,132479.63,38.86013163,-76.9933016,WASHINGTON,DC,20020,308345.0,8,,,{EB778591-400D-38F1-E053-782F520A0538},,,,
216,10451008,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:28:50,2022-10-20 13:21:53,2022-10-21 12:28:50,2022-10-20 12:28:50,,,,Closed,,22-00506070,Standard,3501 14TH STREET NW,397185.79,140761.32,38.93473211,-77.03245856,WASHINGTON,DC,20010,243171.0,1,,,{EB778591-4012-38F1-E053-782F520A0538},,,,
217,10451013,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:30:12,2022-10-20 14:28:10,2022-10-21 12:30:12,2022-10-20 12:30:12,,,,Closed,,22-00506073,Standard,3636 16TH STREET NW,396769.33,140949.77,38.9364283,-77.03726282,WASHINGTON,DC,20010,243225.0,1,,,{EB77BB34-D512-1785-E053-782F520A0ADE},,,,
218,10451015,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:31:24,2022-10-20 14:00:39,2022-10-21 12:31:24,2022-10-20 12:31:24,,,,Closed,,22-00506075,Standard,3126 N STREET NW,394604.29,137649.16,38.90668471,-77.06220862,WASHINGTON,DC,20007,279668.0,2,,,{EB77BB34-D514-1785-E053-782F520A0ADE},,,,
219,10451025,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:36:15,2022-10-20 15:08:32,2022-10-21 12:36:15,2022-10-20 12:36:15,,,,Closed,,22-00506086,Standard,1408 Q STREET NW,397197.55,138120.82,38.91094568,-77.03231214,WASHINGTON,DC,20009,226607.0,2,,,{EB77BB34-D51E-1785-E053-782F520A0ADE},,,,
220,10451029,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:39:37,2022-10-20 12:40:19,2022-10-21 12:39:37,2022-10-20 12:39:37,,,,Closed (Duplicate),,22-00506092,Standard,1345 FLORIDA AVENUE NW,397306.94,139173.13,38.92042558,-77.03105501,WASHINGTON,DC,20009,232108.0,1,,,{EB77BB34-D522-1785-E053-782F520A0ADE},,,,
221,10451034,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:41:16,2022-10-20 13:56:37,2022-10-21 12:41:16,2022-10-20 12:41:16,,,,Closed,,22-00506099,Standard,1440 COLUMBIA ROAD NW,397048.3,139919.79,38.9271509,-77.03404072,WASHINGTON,DC,20009,277064.0,1,,,{EB77BB34-D527-1785-E053-782F520A0ADE},,,,
222,10451038,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:42:57,2022-10-20 14:29:06,2022-10-21 12:42:57,2022-10-20 12:42:57,,,,Closed,,22-00506104,Standard,1604 PARK ROAD NW,396788.44,140402.65,38.93149974,-77.03703984,WASHINGTON,DC,20010,233550.0,1,,,{EB77BB34-D52B-1785-E053-782F520A0ADE},,,,
223,10452375,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:45:48,2022-10-20 15:02:09,2022-10-21 12:45:47,2022-10-20 12:45:48,,,,Closed,,22-00506109,Standard,631 I STREET NW,398159.48,137016.83,38.9010031,-77.02121817,WASHINGTON,DC,20001,310975.0,2,,,{EB77F0ED-05F4-5803-E053-792F520A60E1},,,,
224,10452377,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:47:19,2022-10-20 14:12:15,2022-10-21 12:47:19,2022-10-20 12:47:19,,,,Closed,,22-00506113,Standard,100 FLORIDA AVENUE NE,399692.78,137893.99,38.9089064,-77.00354213,WASHINGTON,DC,20002,306456.0,5,,,{EB77F0ED-05F6-5803-E053-792F520A60E1},,,,
225,10452690,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:51:53,2022-10-20 13:30:40,2022-10-21 12:51:53,2022-10-20 12:51:53,,,,Closed,,22-00506124,Standard,1630 CRESCENT PLACE NW,396688.85,139150.46,38.92021925,-77.0381824,WASHINGTON,DC,20009,235803.0,1,,,{EB77F0ED-05FF-5803-E053-792F520A60E1},,,,
226,10452693,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:54:14,2022-10-20 15:42:11,2022-10-21 12:54:14,2022-10-20 12:54:14,,,,Closed,,22-00506130,Standard,1309 E STREET SE,401067.44,134983.47,38.88268678,-76.98769733,WASHINGTON,DC,20003,317011.0,6,,,{EB77F0ED-0602-5803-E053-792F520A60E1},,,,
227,10452694,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 12:54:30,2022-10-20 14:47:09,2022-10-21 12:54:30,2022-10-20 12:54:30,,,,Closed,,22-00506131,Standard,2000 FLORIDA AVENUE NW,396079.57,138532.74,38.91465179,-77.04520476,WASHINGTON,DC,20009,242565.0,2,,,{EB77F0ED-0603-5803-E053-792F520A60E1},,,,
228,10452698,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 13:00:29,2022-10-20 13:27:46,2022-10-21 13:00:29,2022-10-20 13:00:29,,,,Closed,,22-00506142,Standard,1312 T STREET NW,397366.18,138616.15,38.9154083,-77.03036975,WASHINGTON,DC,20009,240440.0,1,,,{EB78267A-C1FC-2F5C-E053-792F520A5BA8},,,,
229,10452700,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 13:01:44,2022-10-20 14:07:14,2022-10-21 13:01:44,2022-10-20 13:01:44,,,,Closed,,22-00506145,Standard,1406 T STREET NW,397165.16,138607.33,38.91532789,-77.03268761,WASHINGTON,DC,20009,307742.0,2,,,{EB78267A-C1FE-2F5C-E053-792F520A5BA8},,,,
230,10452705,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 13:04:36,2022-10-20 14:32:46,2022-10-21 13:04:36,2022-10-20 13:04:36,,,,Closed,,22-00506155,Standard,2415 2ND STREET NE,399719.16,139325.94,38.92180623,-77.00323857,WASHINGTON,DC,20002,47529.0,5,,,{EB78267A-C203-2F5C-E053-792F520A5BA8},,,,
231,10451043,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 13:06:01,2022-10-20 13:14:46,2022-10-21 13:06:01,2022-10-20 13:06:01,,,,Closed,,22-00506158,Standard,NICHOLSON STREET NE AND 2ND STREET NE,399593.11999757,143593.17700899,38.96024635,-77.00469456,WASHINGTON,DC,20011,906524.0,4,,,{EB785C29-BA7F-40E2-E053-782F520A0DC7},,,,
232,10452709,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 13:08:23,2022-10-20 13:27:25,2022-10-21 13:08:23,2022-10-20 13:08:23,,,,Closed,,22-00506164,Standard,1401 N STREET NW,397198.17,137736.54,38.90748362,-77.03230343,WASHINGTON,DC,20005,217999.0,2,,,{EB78267A-C207-2F5C-E053-792F520A5BA8},,,,
233,10452711,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 13:08:52,2022-10-20 15:23:48,2022-10-21 13:08:52,2022-10-20 13:08:52,,,,Closed,,22-00506167,Standard,818 D STREET NE,400504.98,136343.95,38.89494333,-76.99417891,WASHINGTON,DC,20002,80509.0,6,,,{EB78267A-C209-2F5C-E053-792F520A5BA8},,,,
234,10452716,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 13:11:24,2022-10-20 15:10:33,2022-10-21 13:11:23,2022-10-20 13:11:24,,,,Closed,,22-00506176,Standard,1500 HARRY THOMAS WAY NE,399769.35,138209.85,38.9117518,-77.00265942,WASHINGTON,DC,20002,301737.0,5,,,{EB78267A-C20E-2F5C-E053-792F520A5BA8},,,,
235,10452719,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 13:12:12,2022-10-20 13:45:13,2022-10-21 13:12:12,2022-10-20 13:12:12,,,,Closed,,22-00506179,Standard,2100 - 2199 BLOCK OF WARD PLACE NW,395851.89999999,137608.680007,38.90632649,-77.04782434,WASHINGTON,DC,20037,812388.0,2,,,{EB78267A-C211-2F5C-E053-792F520A5BA8},,,,
236,10452720,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 13:12:55,2022-10-20 13:32:53,2022-10-21 13:12:55,2022-10-20 13:12:55,,,,Closed,,22-00506180,Standard,100 K STREET NE,399524.98,137214.57,38.90278621,-77.00547634,WASHINGTON,DC,20002,76096.0,6,,,{EB78267A-C212-2F5C-E053-792F520A5BA8},,,,
237,10452721,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 13:13:03,2022-10-20 14:23:53,2022-10-21 13:13:03,2022-10-20 13:13:03,,,,Closed,,22-00506182,Standard,1700 - 1799 BLOCK OF 15TH STREET NW,397003.72,138387.86000701,38.9133503,-77.03454816,WASHINGTON,DC,20009,801613.0,2,,,{EB78267A-C213-2F5C-E053-792F520A5BA8},,,,
238,10451050,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2022-10-20 13:16:24,2022-10-20 15:21:21,2022-10-21 13:16:23,2022-10-20 13:16:24,,,,Closed,,22-00506195,Standard,555 NEW JERSEY AVENUE NW,399024.7,136577.65,38.89704819,-77.01124298,WASHINGTON,DC,20001,218676.0,6,,,{EB785C29-BA86-40E2-E053-782F520A0DC7},,,,
